quest_sleep_time_x,quest_sleep_quality_x,quest_sport_time_x,quest_meetings_x,quest_mood_x,quest_stress_x,steps_x,average_heart_rate_in_beats_per_minute_x,awake_duration_in_seconds_x,sleep_start_hour_x,screen_duration_total_x,still_ratio_x,quest_sleep_time_y,quest_sleep_quality_y,quest_sport_time_y,quest_meetings_y,quest_mood_y,quest_stress_y,steps_y,average_heart_rate_in_beats_per_minute_y,awake_duration_in_seconds_y,sleep_start_hour_y,screen_duration_total_y,still_ratio_y,quest_sleep_time_is_above_median,quest_sleep_time_diff,quest_sleep_quality_is_above_median,quest_sleep_quality_diff,quest_sport_time_is_above_median,quest_sport_time_diff,quest_meetings_is_above_median,quest_meetings_diff,quest_mood_is_above_median,quest_mood_diff,quest_stress_is_above_median,quest_stress_diff,steps_is_above_median,steps_diff,average_heart_rate_in_beats_per_minute_is_above_median,average_heart_rate_in_beats_per_minute_diff,awake_duration_in_seconds_is_above_median,awake_duration_in_seconds_diff,sleep_start_hour_is_above_median,sleep_start_hour_diff,screen_duration_total_is_above_median,screen_duration_total_diff,still_ratio_is_above_median,still_ratio_diff,age,gender,income,risk_group
,,,,,,7317.428571428571,64.71428571428571,394.28571428571433,23.575529100529096,10305.785714285714,0.9076699714911998,,,,,,,8436.607142857143,68.75,963.5714285714286,23.84146825396825,10020.255102040815,0.9292373545512256,,,,,,,,,,,,,higher_than_median,1119.1785714285725,lower_than_median,4.035714285714292,lower_than_median,569.2857142857142,lower_than_median,0.265939153439156,lower_than_median,-285.5306122448965,higher_than_median,0.0215673830600258,above_59,Female,median,high
,,,,,,5907.785714285714,,,,,,,,,,,,6565.0,,,,,,,,,,,,,,,,,,lower_than_median,657.2142857142862,,,,,,,,,,,below_equal_59,Female,low_income,medium
5.7142857142857135,0.1428571428571428,21.42857142857143,3.1428571428571432,0.7142857142857142,-0.8571428571428572,8543.928571428572,76.42857142857143,1352.142857142857,24.50208333333333,18486.42857142857,0.8916119866171761,4.785714285714286,1.0,0.0,3.142857142857143,1.0,-1.0,5163.173469387755,73.06802721088435,2418.5714285714284,24.67142857142857,22830.030612244896,0.8933522513837286,lower_than_median,-0.928571428571428,lower_than_median,0.8571428571428572,lower_than_median,-21.42857142857143,lower_than_median,-4.440892098500626e-16,lower_than_median,0.2857142857142858,lower_than_median,-0.1428571428571428,higher_than_median,-3380.7551020408173,higher_than_median,-3.360544217687078,higher_than_median,1066.428571428571,higher_than_median,0.1693452380952393,higher_than_median,4343.602040816324,higher_than_median,0.0017402647665525,above_59,Female,high_income,medium
,,,,,,0.0,,,,19747.0,0.8480576094803144,8.0,1.0,0.0,5.0,1.0,-1.0,0.0,,,,27243.408163265307,0.9053695032162324,,,,,,,,,,,,,lower_than_median,0.0,,,,,,,higher_than_median,7496.408163265307,lower_than_median,0.057311893735918,below_equal_59,Male,high_income,medium
4.761904761904762,0.0,13.333333333333334,6.142857142857142,0.238095238095238,-0.7619047619047619,,,,,,0.8738692883883066,,,,,,,,,,,423.8571428571429,0.8780812069843709,lower_than_median,,lower_than_median,,lower_than_median,,lower_than_median,,lower_than_median,,higher_than_median,,,,,,,,,,,,lower_than_median,0.0042119185960642,above_59,Female,low_income,medium
6.8809523809523805,0.8809523809523809,99.4047619047619,9.666666666666668,0.5952380952380952,-0.6190476190476191,11942.428571428572,82.95238095238095,,,12286.5,0.7603992696777635,6.285714285714286,0.2857142857142857,52.85714285714286,4.428571428571429,0.6428571428571428,-0.2857142857142857,8981.520408163266,86.34693877551021,,,10406.489795918367,0.8033262159966291,higher_than_median,-0.5952380952380949,higher_than_median,-0.5952380952380952,higher_than_median,-46.54761904761904,higher_than_median,-5.238095238095239,lower_than_median,0.0476190476190475,higher_than_median,0.3333333333333333,higher_than_median,-2960.908163265307,higher_than_median,3.394557823129261,,,,,lower_than_median,-1880.0102040816328,lower_than_median,0.0429269463188656,below_equal_59,Male,low_income,medium
6.333333333333334,0.5238095238095237,21.428571428571427,10.285714285714285,1.0,-0.8571428571428572,6804.5,77.57142857142857,702.8571428571429,23.92857142857143,24167.42857142857,0.9345884228415926,5.7142857142857135,-0.5238095238095237,45.71428571428572,8.571428571428571,0.7142857142857143,-0.238095238095238,8555.34693877551,75.8061224489796,1094.2857142857142,24.83710317460317,24148.95918367347,0.9469698126688008,lower_than_median,-0.6190476190476204,lower_than_median,-1.0476190476190474,lower_than_median,24.28571428571429,higher_than_median,-1.7142857142857135,higher_than_median,-0.2857142857142857,lower_than_median,0.6190476190476191,lower_than_median,1750.8469387755104,higher_than_median,-1.765306122448976,higher_than_median,391.4285714285713,higher_than_median,0.9085317460317412,higher_than_median,-18.46938775510353,higher_than_median,0.0123813898272082,below_equal_59,Female,median,medium
5.625,-0.0892857142857142,130.35714285714286,5.017857142857143,0.0,-0.375,8311.714285714286,66.5,111.42857142857144,23.46190476190476,11065.0,0.885506692241155,6.238095238095237,-0.2857142857142857,71.42857142857143,5.0,0.0,0.3809523809523809,6087.2040816326535,64.61224489795919,234.28571428571428,24.275396825396825,12848.438775510203,0.9360783359297664,lower_than_median,0.6130952380952372,lower_than_median,-0.1964285714285714,higher_than_median,-58.92857142857143,lower_than_median,-0.0178571428571432,lower_than_median,0.0,higher_than_median,0.7559523809523809,higher_than_median,-2224.5102040816328,lower_than_median,-1.8877551020408132,lower_than_median,122.85714285714285,lower_than_median,0.8134920634920633,lower_than_median,1783.4387755102034,higher_than_median,0.0505716436886114,below_equal_59,Male,median,medium
6.857142857142858,0.8571428571428572,0.7142857142857143,6.428571428571429,0.7142857142857142,-0.5714285714285714,4045.785714285714,61.78571428571429,510.0,24.571031746031743,18361.214285714286,0.9547219042485936,6.857142857142857,0.2857142857142857,0.0,6.0,1.0,-0.6428571428571428,3994.816326530613,61.66666666666667,634.2857142857142,24.64642857142857,19483.37755102041,0.9556987460279563,higher_than_median,-8.881784197001252e-16,higher_than_median,-0.5714285714285715,lower_than_median,-0.7142857142857143,lower_than_median,-0.4285714285714288,lower_than_median,0.2857142857142858,higher_than_median,-0.0714285714285714,lower_than_median,-50.96938775510216,lower_than_median,-0.1190476190476204,lower_than_median,124.28571428571422,higher_than_median,0.075396825396826,higher_than_median,1122.1632653061242,higher_than_median,0.0009768417793629,below_equal_59,Female,high_income,medium
4.5,1.0,0.0,1.4285714285714284,1.0,-1.0,1483.2142857142858,68.42857142857143,284.0816326530612,23.662585034013603,47655.28571428571,0.9545568173009844,,,,,,,2437.459183673469,66.45238095238095,634.2857142857143,24.45357142857143,46905.81632653061,0.9619320269284876,lower_than_median,,higher_than_median,,lower_than_median,,lower_than_median,,higher_than_median,,lower_than_median,,lower_than_median,954.2448979591832,lower_than_median,-1.9761904761904816,lower_than_median,350.2040816326532,lower_than_median,0.7909863945578266,higher_than_median,-749.4693877550962,higher_than_median,0.0073752096275031,below_equal_59,Female,high_income,medium
,,,,,,9746.857142857143,82.42857142857143,1212.2448979591836,23.983673469387757,15486.920634920634,0.8603499802658305,5.761904761904763,1.0,85.23809523809524,4.523809523809524,1.0,-1.0,8149.306122448979,79.1938775510204,462.8571428571429,24.639285714285712,10092.14285714286,0.9365079365079364,,,,,,,,,,,,,higher_than_median,-1597.5510204081638,higher_than_median,-3.234693877551024,higher_than_median,-749.3877551020407,higher_than_median,0.6556122448979593,lower_than_median,-5394.777777777776,lower_than_median,0.0761579562421059,above_59,Male,high_income,medium
6.642857142857142,0.0,28.92857142857143,3.8412698412698414,0.0,0.0,9332.5,78.28571428571428,809.6428571428571,22.232837301587303,16095.428571428572,0.7968478823455825,5.693877551020408,-0.8979591836734694,25.034013605442176,3.5102040816326534,-0.4965986394557823,0.8979591836734694,8336.275510204081,84.12244897959184,1547.142857142857,22.51388888888889,19479.520408163266,0.8462071682458998,higher_than_median,-0.9489795918367347,lower_than_median,-0.8979591836734694,lower_than_median,-3.8945578231292544,lower_than_median,-0.331065759637188,lower_than_median,-0.4965986394557823,higher_than_median,0.8979591836734694,higher_than_median,-996.224489795919,higher_than_median,5.83673469387756,higher_than_median,737.5,lower_than_median,0.2810515873015866,higher_than_median,3384.091836734693,lower_than_median,0.0493592859003173,above_59,Male,high_income,medium
7.174603174603174,1.2857142857142856,7.142857142857143,5.317460317460317,1.5714285714285714,-0.8571428571428571,7081.428571428572,86.28571428571428,,,13156.285714285714,0.8959758737197762,7.052040816326532,1.7959183673469388,25.10204081632653,6.857142857142857,1.6224489795918366,-0.7653061224489796,10172.61224489796,87.72448979591837,,,4811.904761904762,0.9067882472137792,higher_than_median,-0.1225623582766424,higher_than_median,0.5102040816326532,lower_than_median,17.959183673469386,lower_than_median,1.5396825396825395,higher_than_median,0.0510204081632652,lower_than_median,0.0918367346938775,lower_than_median,3091.183673469387,higher_than_median,1.4387755102040956,,,,,lower_than_median,-8344.38095238095,higher_than_median,0.0108123734940029,above_59,Female,median,medium
,,,,,,9202.285714285714,82.07142857142857,,,,,,,,,,,7926.183673469388,82.95238095238095,,,,,,,,,,,,,,,,,higher_than_median,-1276.1020408163258,higher_than_median,0.8809523809523796,,,,,,,,,below_equal_59,Male,high_income,medium
,,,,,,13142.14285714286,62.07142857142857,179.04761904761904,22.407539682539685,15949.285714285714,0.7900760420021498,7.285714285714286,0.0,112.85714285714286,2.928571428571429,0.0,0.0,13887.16326530612,64.90816326530611,408.57142857142856,22.452777777777776,18138.34693877551,0.8207180898675259,,,,,,,,,,,,,higher_than_median,745.0204081632619,lower_than_median,2.836734693877545,lower_than_median,229.52380952380952,lower_than_median,0.0452380952380906,higher_than_median,2189.0612244897966,lower_than_median,0.0306420478653761,below_equal_59,Male,high_income,medium
